row ID,row m/z,row retention time,Beer_multibeers_2_T10_POS.mzML filtered Peak area,Beer_multibeers_5_T10_POS.mzML filtered Peak area,
1,104.10697174072266,0.54914,6.414068695029372E7,0,
2,126.05496215820312,0.5389533333333334,1.19891159371975E8,0,
3,338.3414764404297,0.7970766666666667,7.607002236164999E7,6.93584856233625E7,
4,118.08624267578125,0.6964450000000001,2.5289826500068754E7,0,
5,144.06556701660156,0.587635,2.4178802153828125E7,0,
6,274.27378845214844,0.8044899999999999,1.1818682793229684E7,9050144.883570312,
7,125.07097625732422,0.530945,1.3090210388834381E7,0,
8,158.12879943847656,0.8319766666666667,1.005170134319062E7,797261.9880000491,
9,163.13282775878906,0.7020241666666667,9709668.515231248,6077966.687673437,
10,136.1121368408203,0.6579433333333333,9326371.818366405,0,
11,127.05829620361328,0.6964450000000001,7709906.670214844,0,
12,391.2839660644531,0.5328733333333333,6165800.291835936,4245117.156361329,
13,102.12773132324219,0.9709233333333334,6443933.411259376,0,
14,114.09135818481445,0.8707075,6300711.4604445305,5270338.914485157,
15,244.1906280517578,0.9555733333333334,6267073.284009375,0,
16,86.09638977050781,0.9584758333333334,5187962.875482032,1818094.2154066407,
17,127.0389633178711,0.587635,5301068.795987501,0,
18,154.11370849609375,0.9535024999999999,4381546.623747658,796189.7564605956,
19,181.1334991455078,0.9614066666666666,5045003.232539061,0,
20,152.15655517578125,0.9736625,3963586.5774246086,717198.0235372557,
21,173.09213256835938,0.8977316666666667,5343868.649776563,0,
22,100.07566833496094,0.5133433333333334,4937482.539470701,0,
23,234.91770935058594,0.9570350000000001,4326562.818284767,3381572.599153906,
24,180.08670043945312,0.5389533333333334,3869376.673944532,0,
25,310.3102722167969,0.7970766666666667,3322550.8330015624,3043508.539949413,
26,144.92747497558594,0.9812316666666666,3761432.2435124996,0,
27,215.1026382446289,0.6161700000000001,4228150.059754686,3273499.8662124993,
28,105.04232025146484,0.7276483333333333,2548247.6439650394,636313.7947987306,
29,336.3258514404297,0.7164775,3172177.3530464843,2756925.1269738274,
30,212.09539031982422,0.5074875000000001,3931254.4704710953,3106218.986666406,
31,239.13890838623047,0.5288875,3728274.5168375,2846394.3053160165,
32,291.6648864746094,0.9435783333333333,3228757.0594294933,0,
33,117.07394409179688,0.52299,3757756.6188039067,0,
34,132.10189819335938,0.9522766666666667,3841109.981521874,4176847.9078960936,
35,149.02330017089844,0.6754941666666667,3316201.368467968,3136155.6594250016,
36,199.1077423095703,0.587635,3311007.5993792964,0,
37,170.11749267578125,0.9925083333333333,3156250.83689961,0,
38,163.07945251464844,0.772765,2993699.466124218,0,
39,209.0921173095703,0.9435783333333333,3129390.799072657,0,
40,127.0865707397461,0.530945,2978039.3943300797,0,
41,414.3211364746094,0.8506908333333334,3088563.3933023447,2197512.1772460938,
42,458.3473815917969,0.6964450000000001,3021232.8667031247,0,
43,139.05014038085938,0.9324250000000001,2879767.965653124,0,
44,213.12332153320312,0.857995,3070645.38138711,1990963.1075605478,
45,96.04435348510742,0.7845883333333334,2980018.554107031,1986338.0884726564,
46,306.1685028076172,0.8473175,2524854.9803562495,1789424.0170520514,
47,130.0498504638672,0.6261008333333333,2232531.7618064447,1160383.83106123,
48,229.19895935058594,0.5695416666666666,2775431.7562275385,0,
49,140.0706787109375,0.8090733333333334,2565386.257689648,0,
50,237.9111328125,0.7495200000000001,2555755.998463672,0,
51,419.3153076171875,0.8450883333333333,2330934.8570236317,1757573.882413672,
52,114.05497741699219,0.6781716666666666,2577476.969925977,1623027.6611285156,
53,164.06683349609375,0.745065,2408109.303784961,0,
54,146.06005096435547,0.5781358333333333,2477598.3143892568,3735216.294922656,
55,107.07026672363281,0.6964450000000001,2124267.0748455077,0,
56,340.3481140136719,0.9414308333333333,1919109.0980162113,1707996.0263317383,
57,186.07614135742188,0.7285416666666666,2328171.0367355463,0,
58,291.1452331542969,0.9167749999999999,2227706.4418496094,2128521.7854292975,
59,199.16927337646484,0.7138975000000001,1897076.3090271968,1972193.2036822264,
60,124.03932189941406,0.8090733333333334,2111524.0530070313,0,
61,112.050537109375,0.6746700000000001,1712005.9447719723,0,
62,182.08126831054688,0.7319308333333333,1746343.8152683596,1162611.680554004,
63,186.1488265991211,0.6959725,2185770.0959626953,1515028.63794668,
64,139.0866241455078,0.5544608333333333,1965352.2537310547,1810170.6738408203,
65,267.1716003417969,0.5695416666666666,1869964.128927344,0,
66,100.11204528808594,0.6203766666666667,2094773.3084755852,0,
67,113.0709228515625,0.8754116666666667,2103843.7076816405,0,
68,137.9839630126953,0.862985,1786366.073240918,0,
69,156.1382827758789,0.6290333333333333,1806335.2932193358,1440519.2781890621,
70,502.3737030029297,0.8892800000000001,1856026.383507812,1342818.6366403324,
71,157.1697998046875,0.92351,1567060.5188841799,0,
72,216.123046875,0.9614066666666666,1778470.5521308589,0,
73,413.2660827636719,0.689385,1947874.939328711,0,
74,102.05495834350586,0.7302716666666667,1820139.2639550783,1272309.567214649,
75,169.13357543945312,0.9683883333333334,1495984.3435891601,1502943.3083904297,
76,201.08705139160156,0.7017983333333333,1505899.616108106,0,
77,246.09715270996094,0.7062566666666666,1607439.9839826168,0,
78,158.11758422851562,0.7662891666666667,1490070.2760044918,1037719.8973029298,
79,137.0709991455078,0.7285416666666666,1546602.3668718752,0,
80,360.3233642578125,0.628215,1580247.2675800784,1145200.7246232422,
81,314.2687683105469,0.7988866666666666,1530026.4528375973,0,
82,196.09691619873047,0.6345350000000001,1551280.360935351,892721.3933488278,
83,265.1545104980469,0.8294733333333333,1534473.3499924317,0,
84,172.0968780517578,0.54914,1618162.2826470705,0,
85,269.1131134033203,0.6895416666666667,1616078.0661388673,909279.2113968751,
86,190.107421875,0.50634,1504666.1860872556,0,
87,142.0863037109375,0.7364083333333333,1423153.6699543456,1168311.0919720705,
88,229.1182098388672,0.9435783333333333,1635420.8465351553,0,
89,153.0657196044922,0.9324250000000001,1372577.868511133,0,
90,211.16925811767578,0.7623583333333334,1475488.3807435539,1365091.4042313476,
91,176.0917205810547,0.5133433333333334,1443984.274844825,0,
92,200.09176635742188,0.8090733333333334,1657668.0773837888,0,
93,120.10190963745117,0.9599616666666666,1347192.3145378905,958041.6041687499,
94,140.958984375,0.595575,1304380.3531629394,0,
95,169.07596588134766,0.9350125,670432.6557062009,330432.7581765625,
96,675.6753234863281,0.8353566666666666,1340014.1740904788,795296.4235880375,
97,225.1890106201172,0.6347499999999999,1095265.9669059569,477357.70668271487,
98,259.12864685058594,0.6927666666666668,1317601.114091699,794492.4855435545,
99,197.09213256835938,0.7062566666666666,1356865.2127811527,0,
100,280.26324462890625,0.6299891666666666,1175440.3810822268,984922.5395320309,
101,180.04437255859375,0.7329966666666666,1199262.0873262696,0,
102,343.2953186035156,0.7017983333333333,1231549.7187805662,0,
103,212.16455078125,0.9709233333333334,1344982.192244141,0,
104,130.06512451171875,0.9856883333333334,1284743.8422131832,0,
105,227.10255432128906,0.587635,1210011.5038818358,0,
106,532.4393310546875,0.7616200000000001,1178683.88789375,0,
107,282.2788848876953,0.7443625,985527.5252501954,887727.312662305,
108,193.15875244140625,0.7240833333333333,1075995.9308655763,0,
109,160.06048583984375,0.64734,1157522.818032178,556165.6241552737,
110,109.07604217529297,0.9230083333333332,1309569.9663004884,951798.8140952152,
111,256.2996520996094,0.9812316666666666,970983.2071994141,0,
112,98.09642028808594,0.9925083333333333,953774.4283468259,0,
113,251.1599884033203,0.8396433333333333,1244150.6260405278,0,
114,86.06000137329102,0.6729433333333333,1155223.455996143,1103332.9806303706,
115,111.11685180664062,0.5571116666666666,771055.2039533692,0,
116,447.346435546875,0.7350208333333333,1025081.3754953126,739133.9405124022,
117,156.06539916992188,0.5571116666666666,1126166.4163655762,0,
118,128.08177185058594,0.720935,1101952.7932816895,658532.8556301269,
119,304.2480926513672,0.742705,726352.4772321287,508898.84759677714,
120,252.1089324951172,0.862985,1253884.3939890624,0,
121,128.1069793701172,0.6451600000000001,960044.2515616213,0,
122,282.1185607910156,0.595575,1220362.5247943846,0,
123,116.05285263061523,0.822465,1162250.5595850584,1052653.8136625974,
124,348.1790466308594,0.790875,657716.8071985841,0,
125,183.1128158569336,0.7486533333333334,1189296.3674072265,947816.1257123048,
126,242.1749725341797,0.50634,899340.9653297362,0,
127,122.00628662109375,0.6746700000000001,994952.9029106932,0,
128,167.11797332763672,0.6956191666666667,1119749.3073609371,710911.5383562011,
129,163.06007385253906,0.7397183333333334,876201.4994714353,477414.1486900879,
130,227.15020751953125,0.7660766666666666,954433.7430780763,0,
131,219.1492462158203,0.9709233333333334,643764.8957123047,0,
132,121.03966903686523,0.8520383333333332,1051426.8800927245,939603.4049745118,
133,215.13904571533203,0.7419308333333333,1183209.1480707026,771756.4392049316,
134,278.24757385253906,0.9206433333333333,890658.5975855463,748815.7007621095,
135,145.09716796875,0.8893408333333334,860964.5922479002,1024384.2396251955,
136,287.2213897705078,0.5097149999999999,655622.4878553221,610435.0874684572,
137,270.19215393066406,0.8484608333333333,1046166.7575762692,348319.44361464825,
138,239.10253143310547,0.6763666666666666,710946.2268284182,433898.7438661624,
139,94.04508209228516,0.89056,622929.7033814937,0,
140,546.3998413085938,0.9500925,827518.9726095698,668942.2202925782,
141,230.10220336914062,0.5465033333333333,962429.6607262208,365602.67739257816,
142,190.07097625732422,0.9491149999999999,803263.9905873049,390287.24248320295,
143,184.0579605102539,0.6047675,692489.0954416505,319457.59960610355,
144,91.05409240722656,0.9812316666666666,817789.0366396977,0,
145,383.399169921875,0.7471616666666667,750685.1683782715,1019452.861461133,
146,198.1852798461914,0.9396408333333334,871967.1218416014,733650.692619922,
147,441.29710388183594,0.9154783333333334,815149.6642571779,638387.8765589846,
148,111.04405975341797,0.9368816666666666,1006324.3205793943,0,
149,191.08145141601562,0.52299,976057.6292729978,0,
150,260.11265563964844,0.7341908333333333,853031.1204041503,319101.9842283205,
151,302.3052062988281,0.6164999999999999,616898.4296188477,453658.5023393555,
152,159.1127166748047,0.8294733333333333,629780.867865869,0,
153,96.95728302001953,0.8525325000000001,863190.5790847167,643822.7726014162,
154,390.3127746582031,0.9206433333333333,657618.7280024413,551065.3269464356,
155,337.32928466796875,0.8754116666666667,658171.5714877439,0,
156,229.1797866821289,0.9128383333333334,619273.1239541506,651550.9948091309,
157,292.166259765625,0.7495200000000001,499661.9323682128,0,
158,256.2268981933594,0.745065,841781.1858176269,0,
159,121.96611022949219,0.6025400000000001,775117.6259363769,1075110.78111582,
160,216.19588470458984,0.7570808333333334,527676.5385184084,372014.17587075173,
161,245.19395446777344,0.5571116666666666,761950.9939243164,0,
162,288.14849853515625,0.7548525,955947.544234277,562522.921098584,
163,150.11257934570312,0.7196266666666666,848175.4290295411,0,
164,159.13204956054688,0.7240833333333333,595633.5147055177,0,
165,274.1393127441406,0.6746700000000001,420974.639285547,0,
166,288.1075134277344,0.6579433333333333,642032.0639311034,0,
167,136.9497528076172,0.9435783333333333,361019.00206162117,0,
168,183.1016082763672,0.548135,408928.9289860352,376172.87463706045,
169,99.04401016235352,0.6228175,523987.2537257324,303727.0122968261,
170,141.0509033203125,0.6930375,802776.4063158206,697112.5048994143,
171,311.3135070800781,0.50634,526563.769084326,0,
172,200.128173828125,0.5351008333333332,773618.3257661132,485375.8629895019,
173,232.11776733398438,0.52299,670210.6242544434,0,
174,403.23223876953125,0.864155,629404.2796832029,475308.21008823253,
175,329.0052490234375,0.9614066666666666,583956.3948663089,0,
176,253.12794494628906,0.917645,810553.6556199217,0,
177,357.18426513671875,0.8294733333333333,359337.4481262206,0,
178,194.08119201660156,0.9614066666666666,721067.8219103514,0,
179,850.7825622558594,0.7293008333333333,685646.9382400878,609615.296488916,
180,334.3102264404297,0.8351391666666667,612734.5059911134,663248.5782664064,
181,203.10269165039062,0.8090733333333334,700697.217609082,0,
182,261.1211853027344,0.50634,569445.633574365,0,
183,824.7672119140625,0.8977316666666667,515641.9356433105,0,
184,459.35035705566406,0.8719041666666667,716173.3603293457,567313.2678227053,
185,420.31878662109375,0.9614066666666666,488605.582587207,0,
186,180.06548309326172,0.8166225,323206.8199148924,280926.15427709953,
187,106.08624649047852,0.9072724999999999,687800.9636405279,485553.6315388184,
188,218.93640899658203,0.587635,615216.4891672853,0,
189,172.15255737304688,0.8505566666666666,553561.5538959962,0,
190,424.36279296875,0.9925083333333333,701731.9011210939,0,
191,676.6778564453125,0.548135,420602.0706659179,278111.82774003915,
192,369.3834686279297,0.8212824999999999,518373.99965239264,467211.69564106443,
193,388.29718017578125,0.7455408333333333,551503.1951469727,544035.483669971,
194,278.9028625488281,0.5373908333333334,377392.0800257814,310442.24755473627,
195,142.9481201171875,0.6632883333333334,506233.057612549,0,
196,268.8929901123047,0.9471325,513408.9390769042,434998.5866619141,
197,210.07608795166016,0.830705,592329.1806260253,259543.13502246092,
198,380.3370361328125,0.817045,427698.4515295898,0,
199,293.16070556640625,0.9925083333333333,395419.6108158691,0,
200,431.3839111328125,0.7562166666666666,537311.0497421874,0,
201,318.9000701904297,0.9087133333333333,369570.96483691415,303837.5160654786,
202,902.8135986328125,0.8652183333333333,428396.29488330096,411439.6906320313,
203,300.2015380859375,0.7807083333333333,400122.6606310546,0,
204,215.09152221679688,0.8505566666666666,413379.7373389158,0,
205,197.08087158203125,0.862985,348110.38377763686,0,
206,242.2113037109375,0.862985,514133.7455848144,0,
207,228.0867156982422,0.9555733333333334,455363.07075961883,0,
208,186.09532165527344,0.530945,733447.7900385741,0,
209,191.1542510986328,0.6746700000000001,436494.8590636718,0,
210,114.06621551513672,0.6964450000000001,676826.1969952149,0,
211,227.1641845703125,0.8178791666666667,347073.02204389626,260541.18738310566,
212,836.7669372558594,0.6774,574756.0071743655,519149.19624438504,
213,160.096923828125,0.7240833333333333,469505.6084155272,0,
214,226.10733032226562,0.92351,628444.2994266602,0,
215,99.05528259277344,0.7562166666666666,265477.46631938487,0,
216,453.2156677246094,0.8754116666666667,402304.5320925295,0,
217,413.2123718261719,0.6799116666666667,297558.13820556644,0,
218,176.10696411132812,0.9435783333333333,411612.705176172,0,
219,124.08695983886719,0.7566083333333333,457641.9645265136,567783.8494015626,
220,146.16529846191406,0.917645,255893.90601030283,0,
221,98.98413467407227,0.8131241666666666,459788.3574500002,691291.0024107422,
222,219.11272430419922,0.6346533333333333,325938.1192992188,231945.7625034667,
223,188.1281280517578,0.52299,352895.1307220213,0,
224,213.15969848632812,0.6801591666666666,486404.80720722664,336040.33669399406,
225,257.22216796875,0.9856883333333334,326689.49157744145,0,
226,370.3312683105469,0.8597,271213.9112925781,272829.65126000985,
227,284.2944793701172,0.6672275,425572.18808383786,464615.40847548837,
228,147.1241455078125,0.9812316666666666,342836.4150193847,0,
229,324.2894592285156,0.665725,350236.0984703614,290345.1469177733,
230,168.13836669921875,0.5571116666666666,335993.80044711905,0,
231,681.4818115234375,0.6451600000000001,373152.42604980484,0,
232,174.11248779296875,0.7814716666666667,289742.80763828114,448110.3218371094,
233,796.7369995117188,0.5543324999999999,432095.8632054687,266518.4093356445,
234,164.10702514648438,0.7616200000000001,337003.28683964856,0,
235,375.9372863769531,0.6030941666666667,306222.2183526368,312620.44318330084,
236,421.20751953125,0.7062566666666666,332696.3276061522,0,
237,368.31573486328125,0.7397116666666667,383666.2705161622,0,
238,269.2109680175781,0.745065,263266.89969350595,0,
239,196.1332244873047,0.7151700000000001,293673.13953022443,0,
240,876.7978820800781,0.7492858333333333,477647.6943054685,469697.301110498,
241,254.21118927001953,0.8175683333333335,426345.6537983399,418762.0046582517,
242,452.88036346435547,0.6493583333333333,313720.0227651858,339561.6381854981,
243,794.7207946777344,0.5944983333333334,348371.180520215,279192.47513232403,
244,595.144287109375,0.9856883333333334,244693.59496191415,0,
245,512.4154052734375,0.8396433333333333,297166.06639545894,0,
246,350.3051300048828,0.5109891666666667,240346.53813032227,262722.7590169921,
247,169.0859375,0.52299,339466.9666288087,0,
248,237.1232147216797,0.7107116666666666,369040.1160090821,0,
249,171.1016845703125,0.745065,251253.28554980463,0,
250,287.1236572265625,0.52299,350726.23002998036,0,
251,272.221435546875,0.9925083333333333,253582.47697138664,0,
252,144.13841247558594,0.7062566666666666,339809.7792596191,0,
253,297.24212646484375,0.7285416666666666,269100.04515126935,0,
254,145.08401489257812,0.9030766666666667,214899.0927697754,0,
255,192.1018524169922,0.8826033333333334,343657.7349730957,0,
256,175.14820098876953,0.6966533333333333,450746.85616796865,666177.5401587893,
257,204.1171875,0.5325766666666667,322065.9832700194,1086434.579559473,
258,272.2580108642578,0.8354408333333334,271352.0514813964,329143.9918041015,
259,95.08549499511719,0.917645,339658.59915156267,0,
260,158.09644317626953,0.8050483333333334,259763.68691606418,346981.972447998,
261,189.10215759277344,0.745065,242960.96717622093,0,
262,252.0863494873047,0.9435783333333333,252065.40106909184,0,
263,177.06581115722656,0.8396433333333333,261781.37559843747,0,
264,240.1423797607422,0.9435783333333333,313809.1748695312,0,
265,102.06624603271484,0.5571116666666666,251314.36121157225,0,
266,244.1177520751953,0.9555733333333334,194050.6461286621,0,
267,342.1390686035156,0.9555733333333334,239012.28242661126,0,
268,203.0814666748047,0.7240833333333333,210650.69590439458,0,
269,145.02784729003906,0.7329966666666666,270562.47360659187,0,
270,144.98211669921875,0.9555450000000001,0,7.521178139278753E7,
271,116.0705795288086,0.5086350000000001,0,4.342357911308751E7,
272,177.10218811035156,0.5698983333333333,0,4.5758772554175E7,
273,339.3449401855469,0.5086350000000001,0,1.5813292975254687E7,
274,193.09718322753906,0.5281183333333334,0,1.5801412629557822E7,
275,228.19573974609375,0.6152533333333333,0,1.3985428556831252E7,
276,291.1630554199219,0.9776733333333334,0,1.17607280742375E7,
277,112.08688354492188,0.9919083333333333,0,9843077.140845316,
278,88.0756607055664,0.7044133333333333,0,9054997.440385932,
279,337.186767578125,0.9874516666666667,0,6792581.456246095,
280,171.11273193359375,0.742355,0,6937570.1310828095,
281,151.0964813232422,0.5201583333333333,0,6738615.657255468,
282,185.09205627441406,0.5130899999999999,0,6266352.594598439,
283,226.18002319335938,0.9616366666666667,0,6771060.698344537,
284,233.91468811035156,0.8079216666666666,0,5590454.631260548,
285,166.1226348876953,0.9555450000000001,0,4830315.647539844,
286,224.18553161621094,0.9431466666666667,0,5350395.95788672,
287,171.1491241455078,0.9289299999999999,0,5648252.056603907,
288,208.16236877441406,0.9431466666666667,0,5233572.552382814,
289,178.1055145263672,0.75127,0,4874984.893161328,
290,276.6596374511719,0.9616366666666667,0,4181243.369578906,
291,149.0709686279297,0.6714450000000001,0,3817869.0987542975,
292,168.94598388671875,0.9555450000000001,0,3818501.784920312,
293,130.0862579345703,0.55181,0,3977980.9791265624,
294,104.07054901123047,0.9431466666666667,0,3679829.8220683583,
295,202.18011474609375,0.9342333333333334,0,3734620.669335157,
296,130.15902709960938,0.9705516666666667,0,3592479.1927472656,
297,160.07566833496094,0.73344,0,3795242.8649265617,
298,157.09713745117188,0.55181,0,4009801.075139845,
299,95.06034088134766,0.7044133333333333,0,3617450.1689031255,
300,169.09710693359375,0.5438366666666667,0,3858927.7938851565,
301,114.10256958007812,0.9386916666666667,0,2771422.3917464847,
302,128.07054138183594,0.5281183333333334,0,3105451.785056642,
303,103.95535278320312,0.9144966666666666,0,2776968.475576173,
304,139.01785278320312,0.8843366666666667,0,2922903.008714453,
305,133.0858612060547,0.9874516666666667,0,2563082.582925782,
306,146.0811309814453,0.5698983333333333,0,2624385.493187499,
307,166.08624267578125,0.8977083333333333,0,2309337.945080664,
308,155.0814208984375,0.8471216666666667,0,2320842.137594141,
309,141.10215759277344,0.6367166666666667,0,2374419.714905469,
310,101.10731506347656,0.8282716666666666,0,2168504.7341667973,
311,254.16090393066406,0.77611,0,2094805.6196419923,
312,172.1331329345703,0.55181,0,1987015.760094141,
313,195.1227264404297,0.9555450000000001,0,1911360.9934494144,
314,187.10769653320312,0.5281183333333334,0,1738217.343200194,
315,156.07672119140625,0.6634583333333333,0,1815164.2736355474,
316,158.15390014648438,0.7088716666666667,0,1687693.173247461,
317,142.12266540527344,0.9919083333333333,0,1779860.4248765623,
318,97.99130249023438,0.9616366666666667,0,1652149.6065583986,
319,158.08116149902344,0.5201583333333333,0,1735953.9007443362,
320,168.06549072265625,0.659,0,1779805.4335320315,
321,132.1324462890625,0.8282716666666666,0,1642338.7477107428,
322,194.10044860839844,0.742355,0,1627541.8405660146,
323,125.10731506347656,0.5778216666666667,0,1507333.028905664,
324,273.1343078613281,0.8843366666666667,0,1685915.7473945308,
325,180.10183715820312,0.9386916666666667,0,1668314.69442168,
326,172.1155548095703,0.9342333333333334,0,1539972.46393457,
327,167.15426635742188,0.75127,0,1415191.8125476562,
328,115.12296295166016,0.9091349999999999,0,1386321.0929124998,
329,279.1589660644531,0.921455,0,1310446.7992264652,
330,174.0913848876953,0.5201583333333333,0,1239789.8138463867,
331,129.1021728515625,0.7133283333333333,0,1397864.6473939454,
332,198.1124725341797,0.535895,0,1013276.1709031248,
333,145.0494842529297,0.921455,0,1040044.4704635742,
334,209.15353393554688,0.8977083333333333,0,1214844.0080816403,
335,202.9215545654297,0.9091349999999999,0,1127103.2795771484,
336,117.1021957397461,0.5201583333333333,0,1081759.7698425783,
337,126.10255432128906,0.7690983333333333,0,1218611.7250926758,
338,229.14080810546875,0.9289299999999999,0,888819.4002524907,
339,223.10763549804688,0.6107966666666667,0,1114432.979461133,
340,392.2872619628906,0.921455,0,1027261.7499611328,
341,112.07565307617188,0.6910433333333333,0,1074696.5284697267,
342,112.03927612304688,0.6821283333333333,0,1004539.3451051763,
343,88.11204528808594,0.8887933333333333,0,834199.3120415526,
344,250.11839294433594,0.87988,0,837983.9435048829,
345,361.2218017578125,0.6634583333333333,0,843855.8701615233,
346,255.05503845214844,0.9386916666666667,0,553860.264143994,
347,303.16314697265625,0.85505,0,813675.76486001,
348,184.1332244873047,0.6107966666666667,0,905298.2382894532,
349,185.12844848632812,0.85505,0,853631.350473779,
350,408.30804443359375,0.7044133333333333,0,884207.062528564,
351,123.05522155761719,0.7468133333333333,0,722974.3261219236,
352,225.123291015625,0.9342333333333334,0,665466.3783006351,
353,190.12596130371094,0.9386916666666667,0,834961.2197503903,
354,173.13966369628906,0.9431466666666667,0,768365.6435228518,
355,266.1723937988281,0.588005,0,876001.2492776369,
356,242.10202026367188,0.87988,0,635007.8750430663,
357,204.08665466308594,0.7690983333333333,0,706130.4908177245,
358,138.05494689941406,0.9431466666666667,0,812263.9985906248,
359,198.14886474609375,0.9476049999999999,0,818270.1381816895,
360,372.189453125,0.7920083333333333,0,575387.5219603026,
361,822.7525634765625,0.6545433333333333,0,680114.3523743653,
362,97.03963470458984,0.9289299999999999,0,839640.4362380859,
363,124.07568359375,0.6367166666666667,0,751987.9398063477,
364,134.08111572265625,0.5086350000000001,0,753462.8551419434,
365,126.09149932861328,0.6634583333333333,0,541837.1956945313,
366,183.14920043945312,0.9386916666666667,0,700417.9780979493,
367,134.06336975097656,0.8079216666666666,0,765126.9521366209,
368,98.07125854492188,0.9431466666666667,0,723519.5516465332,
369,188.09169006347656,0.8977083333333333,0,682078.3286083008,
370,358.3675231933594,0.5597333333333334,0,492974.5755854004,
371,155.1065216064453,0.5086350000000001,0,737912.4427137699,
372,251.0465087890625,0.742355,0,612279.9834174319,
373,107.9667739868164,0.9705516666666667,0,692034.4000356934,
374,224.0916748046875,0.5086350000000001,0,726934.906125293,
375,184.91993713378906,0.79995,0,499962.31341914064,
376,195.185546875,0.535895,0,245347.3033123536,
377,186.1124267578125,0.9091349999999999,0,626208.5655762695,
378,121.07592010498047,0.75127,0,529628.3815928224,
379,151.01162719726562,0.9144966666666666,0,519092.06206376944,
380,102.09130859375,0.742355,0,540192.3749357911,
381,708.5098266601562,0.8282716666666666,0,563000.9384015138,
382,140.11817932128906,0.87988,0,478484.8227258788,
383,438.3782653808594,0.9616366666666667,0,583841.134239844,
384,321.3150939941406,0.9091349999999999,0,443409.1701966308,
385,113.05966186523438,0.8181066666666666,0,589382.271669043,
386,142.09750366210938,0.8932516666666667,0,571530.9365931642,
387,251.18524169921875,0.742355,0,549576.8832682129,
388,137.1073455810547,0.588005,0,604884.2134427733,
389,116.10694885253906,0.9091349999999999,0,594598.1198783693,
390,143.0395965576172,0.8977083333333333,0,604927.7697038573,
391,221.09194946289062,0.535895,0,476474.9758684081,
392,161.07089233398438,0.55181,0,498904.9244005369,
393,207.11282348632812,0.6241683333333333,0,492692.7220720215,
394,126.07423400878906,0.596675,0,620792.8524553712,
395,191.14292907714844,0.659,0,477893.21935068344,
396,162.09124755859375,0.6954999999999999,0,518992.7142113283,
397,87.04402160644531,0.9431466666666667,0,417172.87357084965,
398,172.1695098876953,0.596675,0,461806.4630454102,
399,123.96437072753906,0.9660933333333334,0,471767.2419526368,
400,299.6624755859375,0.8754216666666667,0,278553.29564101534,
401,230.24781799316406,0.588005,0,338029.90025307605,
402,206.0812530517578,0.55181,0,408141.4262415525,
403,146.0923614501953,0.7379,0,423860.1349749024,
404,127.09770202636719,0.9431466666666667,0,249955.53492636705,
405,201.15965270996094,0.9705516666666667,0,290026.9779137696,
406,215.07901000976562,0.6367166666666667,0,450566.1314520509,
407,438.21014404296875,0.6545433333333333,0,302011.3409485353,
408,101.09603881835938,0.5698983333333333,0,375563.6915124997,
409,167.10665893554688,0.9705516666666667,0,318176.94343969744,
410,340.8819580078125,0.9616366666666667,0,333688.157665918,
411,820.7363891601562,0.6367166666666667,0,297858.2635768555,
412,117.0545654296875,0.6197116666666667,0,351197.35447529325,
413,810.7512817382812,0.5438366666666667,0,355390.59514599625,
414,304.2996826171875,0.9342333333333334,0,353850.3896475583,
415,120.97222900390625,0.6313300000000001,0,370581.99187680666,
416,136.07569885253906,0.55181,0,475339.2610206056,
417,283.1748352050781,0.7468133333333333,0,321269.9158473634,
418,187.1264190673828,0.9342333333333334,0,446017.1408421388,
419,289.0913391113281,0.7468133333333333,0,382775.33934814413,
420,156.11314392089844,0.9476049999999999,0,383205.0247364745,
421,311.1254577636719,0.87988,0,259991.20198281255,
422,227.1276397705078,0.9476049999999999,0,324876.2239390624,
423,150.05499267578125,0.9144966666666666,0,275101.2780537109,
424,306.2425842285156,0.75127,0,331625.2749077147,
425,195.16041564941406,0.6367166666666667,0,304686.57181528315,
426,366.30010986328125,0.6456283333333332,0,278279.3416092285,
427,212.20077514648438,0.9342333333333334,0,242025.5855949708,
428,178.0862274169922,0.8887933333333333,0,430597.9785697266,
429,116.08181762695312,0.7468133333333333,0,370537.7537364747,
430,230.17501831054688,0.55181,0,380064.8510482423,
431,273.2533264160156,0.9386916666666667,0,230607.249162793,
432,227.13894653320312,0.9616366666666667,0,304120.0553250485,
433,140.08168029785156,0.7840683333333334,0,233582.5218553222,
434,119.0604019165039,0.55181,0,287382.68633159186,
435,482.4044494628906,0.6367166666666667,0,410773.8518884277,
436,161.1072540283203,0.9431466666666667,0,355529.7131731933,
437,163.1479949951172,0.9342333333333334,0,272941.3511965819,
438,295.2261047363281,0.8932516666666667,0,227495.6690892578,
439,169.12213134765625,0.8977083333333333,0,236568.81194780275,
440,376.31842041015625,0.9476049999999999,0,255875.82290537134,
441,148.0868377685547,0.7044133333333333,0,287149.95681176754,
442,240.15904235839844,0.8932516666666667,0,214082.66276030266,
443,208.1807403564453,0.717785,0,318422.4222745118,
